id,station,name,type,logo,genre,broadcaster,language,country,region,bitrate,format,geo_fenced,home_page,monitor
154,http://stream.resonance.fm/resonance,"Resonance Radio 104.4 FM",r,local,Eclectic,"Resonance Radio",English,"United Kingdom",Europe,192,MP3,No,"",No
155,http://rootslegacy.fr:8080/;listen.mp3,"Roots Legacy Radio - Dub UK & Roots Reggae",r,local,"Dub, Dub UK, Roots Reggae","Roots Legacy Radio",English,France,Europe,256,MP3,No,"",No
156,http://stream.srg-ssr.ch/m/retedue/mp3_128,"RSI - Rete Due",r,local,"Classical, Music, Culture",RSI,Italian,Switzerland,Europe,128,MP3,No,"",No
157,http://stream.srg-ssr.ch/m/retetre/mp3_128,"RSI - Rete Tre",r,local,"Alternative, Pop",RSI,Italian,Switzerland,Europe,128,MP3,No,"",No
158,http://stream.srg-ssr.ch/m/reteuno/mp3_128,"RSI - Rete Uno",r,local,"News, Entertainment, News",RSI,Italian,Switzerland,Europe,128,MP3,No,"",No
159,http://stream.srg-ssr.ch/m/rr/mp3_128,"RTR Radio",r,local,Pop,SRG,Romansh,Switzerland,Europe,128,MP3,No,"",No
160,http://stream.srg-ssr.ch/m/couleur3/mp3_128,"RTS - Couleur 3",r,local,Eclectic,SRG,French,Switzerland,Europe,128,MP3,No,"",No
161,http://stream.srg-ssr.ch/m/espace-2/mp3_128,"RTS - Espace 2",r,local,Classical,SRG,French,Switzerland,Europe,128,MP3,No,"",No
162,http://stream.srg-ssr.ch/m/la-1ere/mp3_128,"RTS - La Premiere",r,local,Pop,SRG,French,Switzerland,Europe,128,MP3,No,"",No
163,http://stream.srg-ssr.ch/m/option-musique/mp3_128,"RTS - option musique",r,local,"Alternative, Indie",SRG,French,Switzerland,Europe,128,MP3,No,"",No
164,http://listen.jazz88.org/ksds.mp3,"San Diego Jazz 88.3",r,local,Jazz,KSDS,English,"United States","North America",128,MP3,No,"",No
165,http://edge-bauerall-01-gos2.sharp-stream.com/scalahigh.aac?aw_0_1st.skey=1650896299,"Magic Classical",r,local,"Classical, News","Bauer Planet Radio",English,"United Kingdom",Europe,128,MP3,No,"",No
166,https://smoothjazz.cdnstream1.com/2585_320.mp3,"SmoothJazz Global",r,local,"Jazz, Smooth Jazz","Global Radio",English,"United States","North America",320,MP3,No,"",No
167,https://smoothjazz.cdnstream1.com/2586_320.mp3,"SmoothLounge Global",r,local,"Lounge, Smooth Lounge","Global Radio",English,"United States","North America",320,MP3,No,"",No
168,https://sohoradiomusic.doughunt.co.uk:8010/320mp3,"Soho Radio London",r,local,"Eclectic, Music, Culture","Soho Radio",English,"United Kingdom",Europe,320,MP3,No,"",No
169,http://ice1.somafm.com/beatblender-128-aac,"Soma FM - Beat Blender",r,local,"Electronica, Deep House, Down-Tempo Chill","Soma FM",English,"United States","North America",128,AAC,No,"",No
170,http://ice1.somafm.com/brfm-128-aac,"Soma FM - Black Rock FM",r,local,"Electronica, Burning Man Festival Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
171,http://ice1.somafm.com/bootliquor-128-aac,"Soma FM - Boot Liquor",r,local,"Country, Americana Roots Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
172,https://ice5.somafm.com/bossa-128-aac,"Soma FM - Bossa Beyond",r,local,"Bossanova, World","Soma FM",English,"United States","North America",128,AAC,No,"",No
173,http://ice1.somafm.com/cliqhop-128-aac,"Soma FM - cliqhop idm",r,local,"Electronica, Beats With Clicks and Bleeps","Soma FM",English,"United States","North America",128,AAC,No,"",No
174,http://ice1.somafm.com/covers-128-mp3,"Soma FM - Covers",r,local,"Pop, Cover Songs","Soma FM",English,"United States","North America",128,MP3,No,"",No
175,http://ice1.somafm.com/deepspaceone-128-aac,"Soma FM - Deep Space One",r,local,"Electronica, Ambient, Experimental, Space Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
176,http://ice1.somafm.com/defcon-128-aac,"Soma FM - DEF CON Radio",r,local,"Electronica, DEF CON Conference Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
177,http://ice1.somafm.com/digitalis-128-aac,"Soma FM - Digitalis",r,local,"Rock, Digitally Affected Analog Rock","Soma FM",English,"United States","North America",128,AAC,No,"",No
178,http://ice1.somafm.com/dronezone-128-aac,"Soma FM - Drone Zone",r,local,"Electronica, Ambient, Texture, Atmospheric Texture, Minimal Beats","Soma FM",English,"United States","North America",128,AAC,No,"",No
179,http://ice1.somafm.com/dubstep-128-aac,"Soma FM - Dub Step Beyond",r,local,"Dub, Dubstep, Deep Bass","Soma FM",English,"United States","North America",128,AAC,No,"",No
180,http://ice1.somafm.com/fluid-128-aac,"Soma FM - Fluid",r,local,"Electronica, Instrumental Hiphop, Future Soul, Liquid Trap","Soma FM",English,"United States","North America",128,AAC,No,"",No
181,http://ice1.somafm.com/folkfwd-128-aac,"Soma FM - Folk Forward",r,local,"Folk, Indie Folk, Alternative Folk","Soma FM",English,"United States","North America",128,AAC,No,"",No
182,http://ice1.somafm.com/groovesalad-128-aac,"Soma FM - Groove Salad",r,local,"Electronica, Ambient, Down-Tempo","Soma FM",English,"United States","North America",128,AAC,No,"",No
183,http://ice2.somafm.com/gsclassic-128-aac,"Soma FM - Groove Salad Classic",r,local,"Electronica, Ambient, Down-Tempo, Early 2000's","Soma FM",English,"United States","North America",128,AAC,No,"",No
184,http://ice4.somafm.com/reggae-128-aac,"Soma FM - Heavyweight Reggae",r,local,"Reggae, Ska, Rocksteady Classic and Deep","Soma FM",English,"United States","North America",128,AAC,No,"",No
185,http://ice1.somafm.com/illstreet-128-aac,"Soma FM - Illinois Street Lounge",r,local,"Lounge, Bachelor Pad, Exotica, Vintage Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
186,http://ice1.somafm.com/indiepop-128-aac,"Soma FM - Indie Pop Rocks!",r,local,"Pop, Indie Pop","Soma FM",English,"United States","North America",128,AAC,No,"",No
187,http://ice1.somafm.com/seventies-128-aac,"Soma FM - Left Coast 70s",r,local,"Rock, 70's Mellow Rock","Soma FM",English,"United States","North America",128,AAC,No,"",No
188,http://ice1.somafm.com/live-128-aac,"Soma FM - Live",r,local,"Electronica, Live, Special Events","Soma FM",English,"United States","North America",128,AAC,No,"",No
189,http://ice1.somafm.com/lush-128-aac,"Soma FM - Lush",r,local,"Electronica, Mellow Vocals Mostly female","Soma FM",English,"United States","North America",128,AAC,No,"",No
190,http://ice1.somafm.com/metal-128-aac,"Soma FM - Metal Detector",r,local,Metal,"Soma FM",English,"United States","North America",128,AAC,No,"",No
191,http://ice1.somafm.com/missioncontrol-128-aac,"Soma FM - Mission Control",r,local,"Electronica, Ambient, NASA Radio Traffic","Soma FM",English,"United States","North America",128,AAC,No,"",No
192,https://ice6.somafm.com/n5md-128-aac,"Soma FM - n5MD Radio",r,local,"Electronica, Ambient, NASA Radio Traffic","Soma FM",English,"United States","North America",128,AAC,No,"",No
193,http://ice1.somafm.com/poptron-128-aac,"Soma FM - PopTron",r,local,"Pop, Electro-Pop, indie Dance Rock","Soma FM",English,"United States","North America",128,AAC,No,"",No
194,http://ice1.somafm.com/secretagent-128-aac,"Soma FM - Secret Agent",r,local,"Pop, Easy-Tempo, 60's European Pop","Soma FM",English,"United States","North America",128,AAC,No,"",No
195,http://ice1.somafm.com/7soul-128-aac,"Soma FM - Seven Inch Soul",r,local,"Soul, Vintage Soul From Vinyl 45 RPM Records","Soma FM",English,"United States","North America",128,AAC,No,"",No
196,http://ice1.somafm.com/sf1033-128-aac,"Soma FM - SF 10-33",r,local,"Electronica, Ambient, San Francisco Public Safety Radio Traffic","Soma FM",English,"United States","North America",128,AAC,No,"",No
197,http://ice1.somafm.com/sonicuniverse-128-aac,"Soma FM - Sonic Universe",r,local,"Jazz, Nu Jazz, Euro Jazz, Avant-Garde","Soma FM",English,"United States","North America",128,AAC,No,"",No
198,http://ice1.somafm.com/spacestation-128-aac,"Soma FM - Space Station Soma",r,local,"Electronica, Mid-Tempo","Soma FM",English,"United States","North America",128,AAC,No,"",No
199,http://ice1.somafm.com/suburbsofgoa-128-aac,"Soma FM - Suburbs of Goa",r,local,"World Music, Desi-Influenced Asian, World Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
200,https://ice6.somafm.com/synphaera-128-aac,"Soma FM - Synphaera",r,local,"Electronica, Synth","Soma FM",English,"United States","North America",128,AAC,No,"",No
201,https://ice6.somafm.com/darkzone-128-aac,"Soma FM - The Dark Zone",r,local,"Electronica, Ambient, Deep Ambient","Soma FM",English,"United States","North America",128,AAC,No,"",No
202,https://ice5.somafm.com/insound-128-aac,"Soma FM - The In-Sound",r,local,"Pop, Oldies","Soma FM",English,"United States","North America",128,AAC,No,"",No
203,http://ice1.somafm.com/thetrip-128-aac,"Soma FM - The Trip",r,local,"Pop, Progressive House, Trance","Soma FM",English,"United States","North America",128,AAC,No,"",No
204,http://ice1.somafm.com/thistle-128-aac,"Soma FM - ThistleRadio",r,local,"Folk, Celtic, Roots Music","Soma FM",English,"United States","North America",128,AAC,No,"",No
205,https://ice6.somafm.com/tikitime-128-aac,"Soma FM - Tiki Time",r,local,"Tiki, World","Soma FM",English,"United States","North America",128,AAC,No,"",No
206,http://ice1.somafm.com/u80s-128-aac,"Soma FM - Underground 80s",r,local,"Pop, 80's, Synth-Pop, New Wave","Soma FM",English,"United States","North America",128,AAC,No,"",No
207,https://ice1.somafm.com/vaporwaves-128-aac,"Soma FM - Vaporwaves",r,local,"Electronica, Electro-acoustic, IDM, Shoegaze, Post-rock","Soma FM",English,"United States","North America",128,AAC,No,"",No
208,http://subfm.radioca.st/Sub.FM,"SUB.FM - Where Bass Matters",r,local,"Dub, Dubstep, Garage, Grime, Deep House, Techno, Juke, Jungle Trap",SUB.FM,English,"United Kingdom",Europe,192,MP3,No,"",No
209,http://158.69.74.203:80/,SwissGroove,r,local,"Jazz, Funk, Soul, World, Latin, Lounge, Nu Grooves",SwissGroove,English,Switzerland,Europe,128,MP3,No,"",No
210,https://liveradio.swr.de/sw331ch/swr2/play.aac,"SWR 2",r,local,"Classical, Jazz","Südwestdeutscher Rundfunk",German,Germany,Europe,128,AAC,No,"",No
211,http://west-aac-64.streamthejazzgroove.com/stream,"The Jazz Groove",r,local,Jazz,"The Jazz Groove",English,"United States","North America",64,AAC,No,"",No
212,http://live-radio01.mediahubaustralia.com/2TJW/mp3/,"Triple J",r,local,Alternative,ABC,English,Australia,Asia,96,MP3,No,"",No
213,http://live-radio01.mediahubaustralia.com/UNEW/mp3/,"Triple J Unearthed",r,local,"Alternative, Indie",ABC,English,Australia,Asia,96,MP3,No,"",No
214,https://uk2.streamingpulse.com/ssl/vcr1,"Venice Classic Radio Italia",r,local,Classical,"Venice Classic Radio",Italian,Italy,Europe,128,AAC,No,"",No
215,http://icecast.vrtcdn.be/klara-high.mp3,"VRT - Klara",r,local,"Classical, Jazz",VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
216,http://icecast.vrtcdn.be/klaracontinuo-high.mp3,"VRT - Klara Continuo",r,local,Classical,VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
217,http://icecast.vrtcdn.be/mnm-high.mp3,"VRT - MNM",r,local,Pop,VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
218,http://icecast.vrtcdn.be/mnm_hits-high.mp3,"VRT - MNM Hits",r,local,"Pop, Top 40, Chart",VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
219,http://icecast.vrtcdn.be/radio1-high.mp3,"VRT - Radio 1",r,local,"Pop, Contemporary, Rock, News",VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
220,http://icecast.vrtcdn.be/ra2vlb-high.mp3,"VRT - Radio 2",r,local,Eclectic,VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
221,http://icecast.vrtcdn.be/stubru-high.mp3,"VRT - Studio Brussel",r,local,Alternative,VRT,Dutch,Belgium,Europe,128,MP3,No,"",No
222,https://ice64.securenetsystems.net/WBJC,"WBJC Baltimore 91.5 - Classical",r,local,Classical,"Baltimore City Community College",English,"United States","North America",128,MP3,No,"",No
223,http://audio1.ideastream.org/wclv.mp3,"WCLV Cleveland 104.9 - Classical",r,local,Classical,Ideastream,English,"United States","North America",128,MP3,No,"",No
224,https://wgbh-live.streamguys1.com/classical-hi,"WCRB Boston 99.5 - Classical",r,local,Classical,WCRB,English,"United States","North America",192,MP3,No,"",No
225,http://wdcb-ice.streamguys.org:80/wdcb128,"WDCB Chicago FM 90.9 - Jazz & Blues",r,local,"Blues, Jazz","DuPage College",English,"United States","North America",128,MP3,No,"",No
226,http://wdr-1live-live.icecast.wdr.de/wdr/1live/live/mp3/128/stream.mp3,"WDR 1LIVE",r,local,Pop,WDR,German,Germany,Europe,128,MP3,No,"",No
227,https://wdr-wdr3-live.icecastssl.wdr.de/wdr/wdr3/live/mp3/256/stream.mp3,"WDR 3",r,local,"Classical, Jazz","Westdeutscher Rundfun",German,Germany,Europe,256,MP3,No,"",No
228,https://playerservices.streamtheworld.com/api/livestream-redirect/WEMUFM.mp3,"WEMU Ypsilanti FM 89.1 - Jazz",r,local,Jazz,WEMU,English,"United States","North America",128,MP3,No,"",No
229,http://stream.wfmt.com/main,"WFMT Chicago 98.7 - Classical",r,local,Classical,WYMT,English,"United States","North America",128,MP3,No,"",No
230,http://stream0.wfmu.org/freeform-best-available,"WFMU 91.1 FM",r,local,Classical,WFMU,English,"United States","North America",256,MP3,No,"",No
231,http://wkcr.streamguys1.com:80/live,"WKCR 89.9 FM",r,local,"Jazz, Classical","WKCR (Columbia University)",English,"United States","North America",96,MP3,No,"",No
232,http://ice-1.streamhoster.com/lv_wqed--893,"WQED Pittsburgh 89.3 - Classical",r,local,Classical,WQED,English,"United States","North America",128,MP3,No,"",No
233,http://stream.wqxr.org/wqxr,"WQXR New York - Classical Music",r,local,Classical,"New York Public Radio",English,"United States","North America",128,MP3,No,"",No
234,http://q2stream.wqxr.org/q2,"WQXR Q2 - Living Music, Living Composers",r,local,Classical,"New York Public Radio",English,"United States","North America",128,MP3,No,"",No
235,http://playerservices.streamtheworld.com/api/livestream-redirect/WRTI_CLASSICAL.mp3,"WRTI Philadelphia 90.1 - Classical",r,local,Classical,"Temple University",English,"United States","North America",128,MP3,No,"",No
236,http://playerservices.streamtheworld.com/api/livestream-redirect/WRTI_JAZZ.mp3,"WRTI Philadelphia 90.1 - Jazz",r,local,Jazz,"Temple University",English,"United States","North America",128,MP3,No,"",No
237,https://www.wwoz.org/listen/hi,"WWOZ New Orleans FM 90.7 - Various Artists",r,local,"Jazz, Blues, Latin, Cajun, Funk",WWOZ,English,"United States","North America",128,MP3,No,"",No
238,http://streams.norbert.de:8000/zappa.aac,"Zappa Stream Radio",r,local,"Progressive Rock, Rock","Zappa Stream Radio",English,"United States","North America",256,AAC,No,"",No
239,https://22653.live.streamtheworld.com/TOPZEN.mp3,"Zen FM",r,local,Lounge,"Zen FM",Dutch,Belgium,Europe,192,MP3,No,"",No
240,https://onair22.xdevel.com/proxy/xautocloud_td3e_421?mp=/stream,"Jazz de Ville - Chill",r,local,Jazz,"Jazz de Ville",English,Netherlands,Europe,128,MP3,No,"",No
241,https://onair22.xdevel.com/proxy/xautocloud_6cqz_422?mp=/stream,"Jazz de Ville - Dance",r,local,Jazz,"Jazz de Ville",English,Netherlands,Europe,128,MP3,No,"",No
242,https://onair22.xdevel.com/proxy/xautocloud_1kha_423?mp=/stream,"Jazz de Ville - Groove",r,local,Jazz,"Jazz de Ville",English,Netherlands,Europe,128,MP3,No,"",No
243,https://onair22.xdevel.com/proxy/xautocloud_kkyb_420?mp=/stream,"Jazz de Ville - Jazz",r,local,Jazz,"Jazz de Ville",English,Netherlands,Europe,128,MP3,No,"",No
244,https://fluxmusic.api.radiosphere.io/channels/FluxFM/stream.aac?quality=8,"FluxFM - Livestream (128K)",r,local,"News, Various Genres",FluxFM,German,Germany,Europe,128,AAC,Yes,"",No
245,https://fluxmusic.api.radiosphere.io/channels/90s/stream.aac?quality=8,"FluxFM - 90s (320K)",r,local,90s,FluxFM,German,Germany,Europe,320,AAC,Yes,"",No
499,"zx reserved 499","zx reserved 499",r,"zx reserved 499","","","","","","","","","",""
